Entity ID,Acquisition Date,Publication Date,Resolution,Date Updated,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
SRTM1N30E062V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,62°00'00"E,31°00'00"N,63°00'00"E,30°00'00"N,63°00'00"E,30°00'00"N,62°00'00"E,31,62,31,63,30,63,30,62,SRTM1N30E062V3,SRTM1N30E062V3
SRTM1N30E063V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,63°00'00"E,31°00'00"N,64°00'00"E,30°00'00"N,64°00'00"E,30°00'00"N,63°00'00"E,31,63,31,64,30,64,30,63,SRTM1N30E063V3,SRTM1N30E063V3
SRTM1N30E064V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,64°00'00"E,31°00'00"N,65°00'00"E,30°00'00"N,65°00'00"E,30°00'00"N,64°00'00"E,31,64,31,65,30,65,30,64,SRTM1N30E064V3,SRTM1N30E064V3
SRTM1N30E065V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,65°00'00"E,31°00'00"N,66°00'00"E,30°00'00"N,66°00'00"E,30°00'00"N,65°00'00"E,31,65,31,66,30,66,30,65,SRTM1N30E065V3,SRTM1N30E065V3
SRTM1N30E066V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,66°00'00"E,31°00'00"N,67°00'00"E,30°00'00"N,67°00'00"E,30°00'00"N,66°00'00"E,31,66,31,67,30,67,30,66,SRTM1N30E066V3,SRTM1N30E066V3
SRTM1N30E067V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,67°00'00"E,31°00'00"N,68°00'00"E,30°00'00"N,68°00'00"E,30°00'00"N,67°00'00"E,31,67,31,68,30,68,30,67,SRTM1N30E067V3,SRTM1N30E067V3
SRTM1N30E068V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,68°00'00"E,31°00'00"N,69°00'00"E,30°00'00"N,69°00'00"E,30°00'00"N,68°00'00"E,31,68,31,69,30,69,30,68,SRTM1N30E068V3,SRTM1N30E068V3
SRTM1N30E069V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,69°00'00"E,31°00'00"N,70°00'00"E,30°00'00"N,70°00'00"E,30°00'00"N,69°00'00"E,31,69,31,70,30,70,30,69,SRTM1N30E069V3,SRTM1N30E069V3
SRTM1N30E070V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,70°00'00"E,31°00'00"N,71°00'00"E,30°00'00"N,71°00'00"E,30°00'00"N,70°00'00"E,31,70,31,71,30,71,30,70,SRTM1N30E070V3,SRTM1N30E070V3
SRTM1N30E071V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,71°00'00"E,31°00'00"N,72°00'00"E,30°00'00"N,72°00'00"E,30°00'00"N,71°00'00"E,31,71,31,72,30,72,30,71,SRTM1N30E071V3,SRTM1N30E071V3
SRTM1N30E072V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,72°00'00"E,31°00'00"N,73°00'00"E,30°00'00"N,73°00'00"E,30°00'00"N,72°00'00"E,31,72,31,73,30,73,30,72,SRTM1N30E072V3,SRTM1N30E072V3
SRTM1N30E073V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,73°00'00"E,31°00'00"N,74°00'00"E,30°00'00"N,74°00'00"E,30°00'00"N,73°00'00"E,31,73,31,74,30,74,30,73,SRTM1N30E073V3,SRTM1N30E073V3
SRTM1N30E074V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,74°00'00"E,31°00'00"N,75°00'00"E,30°00'00"N,75°00'00"E,30°00'00"N,74°00'00"E,31,74,31,75,30,75,30,74,SRTM1N30E074V3,SRTM1N30E074V3
SRTM1N30E075V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,75°00'00"E,31°00'00"N,76°00'00"E,30°00'00"N,76°00'00"E,30°00'00"N,75°00'00"E,31,75,31,76,30,76,30,75,SRTM1N30E075V3,SRTM1N30E075V3
SRTM1N30E076V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,76°00'00"E,31°00'00"N,77°00'00"E,30°00'00"N,77°00'00"E,30°00'00"N,76°00'00"E,31,76,31,77,30,77,30,76,SRTM1N30E076V3,SRTM1N30E076V3
SRTM1N30E077V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,77°00'00"E,31°00'00"N,78°00'00"E,30°00'00"N,78°00'00"E,30°00'00"N,77°00'00"E,31,77,31,78,30,78,30,77,SRTM1N30E077V3,SRTM1N30E077V3
SRTM1N30E078V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,78°00'00"E,31°00'00"N,79°00'00"E,30°00'00"N,79°00'00"E,30°00'00"N,78°00'00"E,31,78,31,79,30,79,30,78,SRTM1N30E078V3,SRTM1N30E078V3
SRTM1N30E079V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 21:09:49.103708-05,31°00'00"N,79°00'00"E,31°00'00"N,80°00'00"E,30°00'00"N,80°00'00"E,30°00'00"N,79°00'00"E,31,79,31,80,30,80,30,79,SRTM1N30E079V3,SRTM1N30E079V3
SRTM1N30E080V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,80°00'00"E,31°00'00"N,81°00'00"E,30°00'00"N,81°00'00"E,30°00'00"N,80°00'00"E,31,80,31,81,30,81,30,80,SRTM1N30E080V3,SRTM1N30E080V3
SRTM1N30E081V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,81°00'00"E,31°00'00"N,82°00'00"E,30°00'00"N,82°00'00"E,30°00'00"N,81°00'00"E,31,81,31,82,30,82,30,81,SRTM1N30E081V3,SRTM1N30E081V3
SRTM1N30E082V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,31°00'00"N,82°00'00"E,31°00'00"N,83°00'00"E,30°00'00"N,83°00'00"E,30°00'00"N,82°00'00"E,31,82,31,83,30,83,30,82,SRTM1N30E082V3,SRTM1N30E082V3
SRTM1N30E083V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,83°00'00"E,31°00'00"N,84°00'00"E,30°00'00"N,84°00'00"E,30°00'00"N,83°00'00"E,31,83,31,84,30,84,30,83,SRTM1N30E083V3,SRTM1N30E083V3
SRTM1N30E084V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,31°00'00"N,84°00'00"E,31°00'00"N,85°00'00"E,30°00'00"N,85°00'00"E,30°00'00"N,84°00'00"E,31,84,31,85,30,85,30,84,SRTM1N30E084V3,SRTM1N30E084V3
SRTM1N30E085V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,85°00'00"E,31°00'00"N,86°00'00"E,30°00'00"N,86°00'00"E,30°00'00"N,85°00'00"E,31,85,31,86,30,86,30,85,SRTM1N30E085V3,SRTM1N30E085V3
SRTM1N30E086V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,31°00'00"N,86°00'00"E,31°00'00"N,87°00'00"E,30°00'00"N,87°00'00"E,30°00'00"N,86°00'00"E,31,86,31,87,30,87,30,86,SRTM1N30E086V3,SRTM1N30E086V3
SRTM1N30E087V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,87°00'00"E,31°00'00"N,88°00'00"E,30°00'00"N,88°00'00"E,30°00'00"N,87°00'00"E,31,87,31,88,30,88,30,87,SRTM1N30E087V3,SRTM1N30E087V3
SRTM1N30E088V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,88°00'00"E,31°00'00"N,89°00'00"E,30°00'00"N,89°00'00"E,30°00'00"N,88°00'00"E,31,88,31,89,30,89,30,88,SRTM1N30E088V3,SRTM1N30E088V3
SRTM1N30E089V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,31°00'00"N,89°00'00"E,31°00'00"N,90°00'00"E,30°00'00"N,90°00'00"E,30°00'00"N,89°00'00"E,31,89,31,90,30,90,30,89,SRTM1N30E089V3,SRTM1N30E089V3
SRTM1N30E090V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,90°00'00"E,31°00'00"N,91°00'00"E,30°00'00"N,91°00'00"E,30°00'00"N,90°00'00"E,31,90,31,91,30,91,30,90,SRTM1N30E090V3,SRTM1N30E090V3
SRTM1N30E091V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,91°00'00"E,31°00'00"N,92°00'00"E,30°00'00"N,92°00'00"E,30°00'00"N,91°00'00"E,31,91,31,92,30,92,30,91,SRTM1N30E091V3,SRTM1N30E091V3
SRTM1N30E092V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:27:17.273771-05,31°00'00"N,92°00'00"E,31°00'00"N,93°00'00"E,30°00'00"N,93°00'00"E,30°00'00"N,92°00'00"E,31,92,31,93,30,93,30,92,SRTM1N30E092V3,SRTM1N30E092V3
SRTM1N30E093V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,31°00'00"N,93°00'00"E,31°00'00"N,94°00'00"E,30°00'00"N,94°00'00"E,30°00'00"N,93°00'00"E,31,93,31,94,30,94,30,93,SRTM1N30E093V3,SRTM1N30E093V3
SRTM1N30E094V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,31°00'00"N,94°00'00"E,31°00'00"N,95°00'00"E,30°00'00"N,95°00'00"E,30°00'00"N,94°00'00"E,31,94,31,95,30,95,30,94,SRTM1N30E094V3,SRTM1N30E094V3
SRTM1N30E095V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,31°00'00"N,95°00'00"E,31°00'00"N,96°00'00"E,30°00'00"N,96°00'00"E,30°00'00"N,95°00'00"E,31,95,31,96,30,96,30,95,SRTM1N30E095V3,SRTM1N30E095V3
SRTM1N30E096V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,31°00'00"N,96°00'00"E,31°00'00"N,97°00'00"E,30°00'00"N,97°00'00"E,30°00'00"N,96°00'00"E,31,96,31,97,30,97,30,96,SRTM1N30E096V3,SRTM1N30E096V3
SRTM1N30E097V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,31°00'00"N,97°00'00"E,31°00'00"N,98°00'00"E,30°00'00"N,98°00'00"E,30°00'00"N,97°00'00"E,31,97,31,98,30,98,30,97,SRTM1N30E097V3,SRTM1N30E097V3
SRTM1N30E098V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,31°00'00"N,98°00'00"E,31°00'00"N,99°00'00"E,30°00'00"N,99°00'00"E,30°00'00"N,98°00'00"E,31,98,31,99,30,99,30,98,SRTM1N30E098V3,SRTM1N30E098V3
SRTM1N30E099V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 06:25:58.699678-05,31°00'00"N,99°00'00"E,31°00'00"N,100°00'00"E,30°00'00"N,100°00'00"E,30°00'00"N,99°00'00"E,31,99,31,100,30,100,30,99,SRTM1N30E099V3,SRTM1N30E099V3
SRTM1N30E100V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.167221-05,31°00'00"N,100°00'00"E,31°00'00"N,101°00'00"E,30°00'00"N,101°00'00"E,30°00'00"N,100°00'00"E,31,100,31,101,30,101,30,100,SRTM1N30E100V3,SRTM1N30E100V3
SRTM1N30E101V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,31°00'00"N,101°00'00"E,31°00'00"N,102°00'00"E,30°00'00"N,102°00'00"E,30°00'00"N,101°00'00"E,31,101,31,102,30,102,30,101,SRTM1N30E101V3,SRTM1N30E101V3
SRTM1N30E102V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,31°00'00"N,102°00'00"E,31°00'00"N,103°00'00"E,30°00'00"N,103°00'00"E,30°00'00"N,102°00'00"E,31,102,31,103,30,103,30,102,SRTM1N30E102V3,SRTM1N30E102V3
SRTM1N30E103V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,31°00'00"N,103°00'00"E,31°00'00"N,104°00'00"E,30°00'00"N,104°00'00"E,30°00'00"N,103°00'00"E,31,103,31,104,30,104,30,103,SRTM1N30E103V3,SRTM1N30E103V3
SRTM1N30E104V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,31°00'00"N,104°00'00"E,31°00'00"N,105°00'00"E,30°00'00"N,105°00'00"E,30°00'00"N,104°00'00"E,31,104,31,105,30,105,30,104,SRTM1N30E104V3,SRTM1N30E104V3
SRTM1N30E105V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,105°00'00"E,31°00'00"N,106°00'00"E,30°00'00"N,106°00'00"E,30°00'00"N,105°00'00"E,31,105,31,106,30,106,30,105,SRTM1N30E105V3,SRTM1N30E105V3
SRTM1N30E106V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,31°00'00"N,106°00'00"E,31°00'00"N,107°00'00"E,30°00'00"N,107°00'00"E,30°00'00"N,106°00'00"E,31,106,31,107,30,107,30,106,SRTM1N30E106V3,SRTM1N30E106V3
SRTM1N30E107V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,31°00'00"N,107°00'00"E,31°00'00"N,108°00'00"E,30°00'00"N,108°00'00"E,30°00'00"N,107°00'00"E,31,107,31,108,30,108,30,107,SRTM1N30E107V3,SRTM1N30E107V3
SRTM1N30E108V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 03:57:12.672229-05,31°00'00"N,108°00'00"E,31°00'00"N,109°00'00"E,30°00'00"N,109°00'00"E,30°00'00"N,108°00'00"E,31,108,31,109,30,109,30,108,SRTM1N30E108V3,SRTM1N30E108V3
SRTM1N30E109V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,31°00'00"N,109°00'00"E,31°00'00"N,110°00'00"E,30°00'00"N,110°00'00"E,30°00'00"N,109°00'00"E,31,109,31,110,30,110,30,109,SRTM1N30E109V3,SRTM1N30E109V3
SRTM1N30E110V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,31°00'00"N,110°00'00"E,31°00'00"N,111°00'00"E,30°00'00"N,111°00'00"E,30°00'00"N,110°00'00"E,31,110,31,111,30,111,30,110,SRTM1N30E110V3,SRTM1N30E110V3
SRTM1N30E111V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,31°00'00"N,111°00'00"E,31°00'00"N,112°00'00"E,30°00'00"N,112°00'00"E,30°00'00"N,111°00'00"E,31,111,31,112,30,112,30,111,SRTM1N30E111V3,SRTM1N30E111V3
SRTM1N30E112V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 15:57:21.539245-05,31°00'00"N,112°00'00"E,31°00'00"N,113°00'00"E,30°00'00"N,113°00'00"E,30°00'00"N,112°00'00"E,31,112,31,113,30,113,30,112,SRTM1N30E112V3,SRTM1N30E112V3
SRTM1N30E113V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,113°00'00"E,31°00'00"N,114°00'00"E,30°00'00"N,114°00'00"E,30°00'00"N,113°00'00"E,31,113,31,114,30,114,30,113,SRTM1N30E113V3,SRTM1N30E113V3
SRTM1N30E114V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,114°00'00"E,31°00'00"N,115°00'00"E,30°00'00"N,115°00'00"E,30°00'00"N,114°00'00"E,31,114,31,115,30,115,30,114,SRTM1N30E114V3,SRTM1N30E114V3
SRTM1N30E115V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,115°00'00"E,31°00'00"N,116°00'00"E,30°00'00"N,116°00'00"E,30°00'00"N,115°00'00"E,31,115,31,116,30,116,30,115,SRTM1N30E115V3,SRTM1N30E115V3
SRTM1N30E116V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,116°00'00"E,31°00'00"N,117°00'00"E,30°00'00"N,117°00'00"E,30°00'00"N,116°00'00"E,31,116,31,117,30,117,30,116,SRTM1N30E116V3,SRTM1N30E116V3
SRTM1N30E117V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,31°00'00"N,117°00'00"E,31°00'00"N,118°00'00"E,30°00'00"N,118°00'00"E,30°00'00"N,117°00'00"E,31,117,31,118,30,118,30,117,SRTM1N30E117V3,SRTM1N30E117V3
SRTM1N30E118V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,118°00'00"E,31°00'00"N,119°00'00"E,30°00'00"N,119°00'00"E,30°00'00"N,118°00'00"E,31,118,31,119,30,119,30,118,SRTM1N30E118V3,SRTM1N30E118V3
SRTM1N30E119V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,119°00'00"E,31°00'00"N,120°00'00"E,30°00'00"N,120°00'00"E,30°00'00"N,119°00'00"E,31,119,31,120,30,120,30,119,SRTM1N30E119V3,SRTM1N30E119V3
SRTM1N30E120V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,31°00'00"N,120°00'00"E,31°00'00"N,121°00'00"E,30°00'00"N,121°00'00"E,30°00'00"N,120°00'00"E,31,120,31,121,30,121,30,120,SRTM1N30E120V3,SRTM1N30E120V3
SRTM1N30E121V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 19:47:47.401611-05,31°00'00"N,121°00'00"E,31°00'00"N,122°00'00"E,30°00'00"N,122°00'00"E,30°00'00"N,121°00'00"E,31,121,31,122,30,122,30,121,SRTM1N30E121V3,SRTM1N30E121V3
SRTM1N30E122V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.395055-05,31°00'00"N,122°00'00"E,31°00'00"N,123°00'00"E,30°00'00"N,123°00'00"E,30°00'00"N,122°00'00"E,31,122,31,123,30,123,30,122,SRTM1N30E122V3,SRTM1N30E122V3
SRTM1N30E129V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,31°00'00"N,129°00'00"E,31°00'00"N,130°00'00"E,30°00'00"N,130°00'00"E,30°00'00"N,129°00'00"E,31,129,31,130,30,130,30,129,SRTM1N30E129V3,SRTM1N30E129V3
SRTM1N30E130V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,31°00'00"N,130°00'00"E,31°00'00"N,131°00'00"E,30°00'00"N,131°00'00"E,30°00'00"N,130°00'00"E,31,130,31,131,30,131,30,130,SRTM1N30E130V3,SRTM1N30E130V3
SRTM1N30E131V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 23:33:42.143041-05,31°00'00"N,131°00'00"E,31°00'00"N,132°00'00"E,30°00'00"N,132°00'00"E,30°00'00"N,131°00'00"E,31,131,31,132,30,132,30,131,SRTM1N30E131V3,SRTM1N30E131V3
SRTM1N30E140V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 11:37:30.06155-05,31°00'00"N,140°00'00"E,31°00'00"N,141°00'00"E,30°00'00"N,141°00'00"E,30°00'00"N,140°00'00"E,31,140,31,141,30,141,30,140,SRTM1N30E140V3,SRTM1N30E140V3
SRTM1N30W001V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.687584-05,31°00'00"N,1°00'00"W,31°00'00"N,0°00'00"E,30°00'00"N,0°00'00"E,30°00'00"N,1°00'00"W,31,-1,31,0,30,0,30,-1,SRTM1N30W001V3,SRTM1N30W001V3
SRTM1N30W002V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,2°00'00"W,31°00'00"N,1°00'00"W,30°00'00"N,1°00'00"W,30°00'00"N,2°00'00"W,31,-2,31,-1,30,-1,30,-2,SRTM1N30W002V3,SRTM1N30W002V3
SRTM1N30W003V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 17:22:09.687584-05,31°00'00"N,3°00'00"W,31°00'00"N,2°00'00"W,30°00'00"N,2°00'00"W,30°00'00"N,3°00'00"W,31,-3,31,-2,30,-2,30,-3,SRTM1N30W003V3,SRTM1N30W003V3
SRTM1N30W004V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,4°00'00"W,31°00'00"N,3°00'00"W,30°00'00"N,3°00'00"W,30°00'00"N,4°00'00"W,31,-4,31,-3,30,-3,30,-4,SRTM1N30W004V3,SRTM1N30W004V3
SRTM1N30W005V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,5°00'00"W,31°00'00"N,4°00'00"W,30°00'00"N,4°00'00"W,30°00'00"N,5°00'00"W,31,-5,31,-4,30,-4,30,-5,SRTM1N30W005V3,SRTM1N30W005V3
SRTM1N30W006V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,6°00'00"W,31°00'00"N,5°00'00"W,30°00'00"N,5°00'00"W,30°00'00"N,6°00'00"W,31,-6,31,-5,30,-5,30,-6,SRTM1N30W006V3,SRTM1N30W006V3
SRTM1N30W007V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,7°00'00"W,31°00'00"N,6°00'00"W,30°00'00"N,6°00'00"W,30°00'00"N,7°00'00"W,31,-7,31,-6,30,-6,30,-7,SRTM1N30W007V3,SRTM1N30W007V3
SRTM1N30W008V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,8°00'00"W,31°00'00"N,7°00'00"W,30°00'00"N,7°00'00"W,30°00'00"N,8°00'00"W,31,-8,31,-7,30,-7,30,-8,SRTM1N30W008V3,SRTM1N30W008V3
SRTM1N30W009V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,9°00'00"W,31°00'00"N,8°00'00"W,30°00'00"N,8°00'00"W,30°00'00"N,9°00'00"W,31,-9,31,-8,30,-8,30,-9,SRTM1N30W009V3,SRTM1N30W009V3
SRTM1N30W010V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,10°00'00"W,31°00'00"N,9°00'00"W,30°00'00"N,9°00'00"W,30°00'00"N,10°00'00"W,31,-10,31,-9,30,-9,30,-10,SRTM1N30W010V3,SRTM1N30W010V3
SRTM1N30W016V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,16°00'00"W,31°00'00"N,15°00'00"W,30°00'00"N,15°00'00"W,30°00'00"N,16°00'00"W,31,-16,31,-15,30,-15,30,-16,SRTM1N30W016V3,SRTM1N30W016V3
SRTM1N30W017V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 20:02:11.098091-05,31°00'00"N,17°00'00"W,31°00'00"N,16°00'00"W,30°00'00"N,16°00'00"W,30°00'00"N,17°00'00"W,31,-17,31,-16,30,-16,30,-17,SRTM1N30W017V3,SRTM1N30W017V3
SRTM1N30W082V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,31°00'00"N,82°00'00"W,31°00'00"N,81°00'00"W,30°00'00"N,81°00'00"W,30°00'00"N,82°00'00"W,31,-82,31,-81,30,-81,30,-82,SRTM1N30W082V3,SRTM1N30W082V3
SRTM1N30W083V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,31°00'00"N,83°00'00"W,31°00'00"N,82°00'00"W,30°00'00"N,82°00'00"W,30°00'00"N,83°00'00"W,31,-83,31,-82,30,-82,30,-83,SRTM1N30W083V3,SRTM1N30W083V3
SRTM1N30W084V3,2000-02-11 00:00:00-06,2014-09-23 00:00:00-05,1-ARC,2025-03-10 18:07:31.252331-05,31°00'00"N,84°00'00"W,31°00'00"N,83°00'00"W,30°00'00"N,83°00'00"W,30°00'00"N,84°00'00"W,31,-84,31,-83,30,-83,30,-84,SRTM1N30W084V3,SRTM1N30W084V3
